iso3,country,region,income_group,population_year,population,gdp_current_usd_year,gdp_current_usd,rd_expenditure_pct_gdp_year,rd_expenditure_pct_gdp,undernourishment_pct_year,undernourishment_pct,child_stunting_pct_year,child_stunting_pct,adult_obesity_pct_year,adult_obesity_pct,agrifood_ghg_ktco2eq_year,agrifood_ghg_ktco2eq,agrifood_ghg_tco2eq_per_capita,cereal_import_dependency_period,cereal_import_dependency_period_end_year,cereal_import_dependency_pct,household_food_waste_kg_capita,household_food_waste_tonnes_year,household_food_waste_confidence,household_food_waste_source,unep_country,unep_region,m49_code,gdp_per_capita_current_usd,log10_population,log10_gdp_current_usd,log10_gdp_per_capita_current_usd,cereal_import_dependency_vulnerability_pct,need_food_security_score,need_child_stunting_score,need_adult_obesity_score,need_nutrition_score,need_food_waste_score,need_sustainability_score,need_supply_vulnerability_score,n_need_axes_available,food_system_need_index_v1,household_food_waste_confidence_group,food_system_need_index_v1_min3,food_system_need_index_main_min4,food_system_need_index_strict_all5,need_social_score,need_environmental_score,need_resilience_score,dominant_need_profile,missing_need_axes,flag_main_need_index_available,flag_strict_need_index_available,flag_population_ge_1m,flag_food_waste_higher_confidence,flag_food_waste_low_confidence,rank_need_v1_min3,rank_need_main_min4,rank_need_strict_all5
AUS,Australia,East Asia & Pacific,High income,2024,27196812.0,2024.0,1752193307380.34,2021.0,1.85783,2023.0,2.5,2007.0,1.9,2016.0,29.0,2021.0,189201.0103,6.9567348665718605,2018-2020,2020.0,-132.6,98.0,2559065.0,High confidence,UNEP Food Waste Index Report 2024 Annex 3,Australia,Australia and New Zealand,36.0,64426.42275059077,7.434517999183014,12.243582017184506,4.809064018001492,0.0,0.1893491124260355,0.0705521472392638,0.8723404255319149,0.4714462863855894,0.827906976744186,0.9198113207547168,0.1005586592178771,5,0.5018144711056809,higher confidence,0.5018144711056809,0.5018144711056809,0.5018144711056809,0.33039769940581243,0.8738591487494514,0.1005586592178771,sustainability,none,True,True,True,True,False,106.0,101.0,88.0
AUT,Austria,Europe & Central Asia,High income,2024,9177982.0,2024.0,521642466921.745,2023.0,3.25517,2023.0,2.5,,,2016.0,20.1,2021.0,17461.0671,1.902495243507777,2018-2020,2020.0,17.8,83.0,742020.0,Eurostat,UNEP Food Waste Index Report 2024 Annex 3,Austria,Western Europe,40.0,56836.29221780398,6.962747201614433,11.717372940083964,4.754625738469532,17.8,0.1893491124260355,,0.4734042553191489,0.4734042553191489,0.3581395348837209,0.5566037735849056,0.3268156424581006,5,0.3808624637343823,higher confidence,0.3808624637343823,0.3808624637343823,0.3808624637343823,0.3313766838725922,0.45737165423431325,0.3268156424581006,sustainability,none,True,True,True,True,False,164.0,152.0,135.0
AZE,Azerbaijan,Europe & Central Asia,Upper middle income,2024,10202830.0,2024.0,74315882352.9412,2024.0,0.20778,2023.0,2.5,2023.0,6.6,2016.0,19.700000000000003,2021.0,17999.1683,1.7641348821846488,2018-2020,2020.0,31.5,102.0,1055462.0,Low confidence,UNEP Food Waste Index Report 2024 Annex 3,Azerbaijan,Western Asia,31.0,7283.849907617905,7.008720650479004,10.871081638540256,3.862360988061252,31.5,0.1893491124260355,0.2331288343558282,0.4414893617021276,0.3373090980289779,0.872093023255814,0.4811320754716981,0.435754189944134,5,0.4631274998253319,low or very low confidence,0.46312749982533197,0.46312749982533197,0.46312749982533197,0.2633291052275067,0.676612549363756,0.435754189944134,food_waste,none,True,True,True,False,True,126.0,120.0,106.0
BDI,Burundi,Sub-Saharan Africa,Low income,2024,14047786.0,2024.0,2162378759.3467,2018.0,0.21312,,,2024.0,52.8,2016.0,5.35,2021.0,7611.6494,0.5418397888464417,2018-2020,2020.0,22.9,92.0,1185863.0,Low confidence,UNEP Food Waste Index Report 2024 Annex 3,Burundi,Sub-Saharan Africa,108.0,153.93021785402345,7.147607882693076,9.334931766715906,2.18732388402283,22.9,,1.0,0.0824468085106382,0.5412234042553191,0.7465116279069768,0.0424528301886792,0.3743016759776536,4,0.4261223845821572,low or very low confidence,0.42612238458215723,0.42612238458215723,,0.5412234042553191,0.394482229047828,0.3743016759776536,food_waste,food_security,True,False,True,False,True,142.0,134.0,
BEL,Belgium,Europe & Central Asia,High income,2024,11858610.0,2024.0,664564181486.953,2023.0,3.27235,2023.0,2.5,2023.0,1.9,2016.0,22.05,2021.0,23731.7529,2.0012255146260816,2018-2020,2020.0,65.1,71.0,827860.0,Eurostat,UNEP Food Waste Index Report 2024 Annex 3,Belgium,Western Europe,56.0,56040.64738506056,7.07403378643905,11.82253693007876,4.748503143639709,65.1,0.1893491124260355,0.0705521472392638,0.5851063829787234,0.3278292651089936,0.1976744186046511,0.589622641509434,0.664804469273743,5,0.3938559813845715,higher confidence,0.3938559813845714,0.3938559813845714,0.3938559813845714,0.2585891887675145,0.39364853005704253,0.664804469273743,supply_vulnerability,none,True,True,True,True,False,158.0,147.0,130.0
BEN,Benin,Sub-Saharan Africa,Lower middle income,2024,14462724.0,2024.0,21482643720.2743,,,2023.0,14.3,2021.0,34.1,2016.0,9.45,2021.0,19157.1726,1.3245895171614974,2018-2020,2020.0,42.2,89.0,1189816.0,Low confidence,UNEP Food Waste Index Report 2024 Annex 3,Benin,Sub-Saharan Africa,204.0,1485.3801898089391,7.160250098404791,10.332087725932372,3.1718376275275832,42.2,0.7544378698224852,0.8711656441717791,0.2553191489361702,0.5632423965539747,0.5720930232558139,0.3490566037735849,0.5251396648044693,5,0.5527939116420656,low or very low confidence,0.5527939116420656,0.5527939116420656,0.5527939116420656,0.6588401331882299,0.4605748135146994,0.5251396648044693,food_security,none,True,True,True,False,True,76.0,71.0,59.0
BFA,Burkina Faso,Sub-Saharan Africa,Low income,2024,23548781.0,2024.0,23250214909.5391,2024.0,0.10477,2023.0,13.1,2021.0,21.1,2016.0,5.35,2021.0,36057.6688,1.5311904594976695,2018-2020,2020.0,6.4,92.0,2085610.0,Low confidence,UNEP Food Waste Index Report 2024 Annex 3,Burkina Faso,Sub-Saharan Africa,854.0,987.3213781018686,7.371968430841751,10.36642697157417,2.9944585407324182,6.4,0.7396449704142012,0.6441717791411042,0.0824468085106382,0.3633092938258713,0.7465116279069768,0.4150943396226415,0.2290502793296089,5,0.4987221022198599,low or very low confidence,0.4987221022198599,0.4987221022198599,0.4987221022198599,0.5514771321200362,0.5808029837648091,0.2290502793296089,food_waste,none,True,True,True,False,True,108.0,103.0,90.0
BGD,Bangladesh,South Asia,Lower middle income,2024,173562364.0,2024.0,450119424622.389,,,2023.0,10.4,2022.0,23.6,2016.0,3.65,2021.0,139806.6542,0.8055125026990297,2018-2020,2020.0,11.2,82.0,14101956.0,Medium confidence,UNEP Food Waste Index Report 2024 Annex 3,Bangladesh,Southern Asia,50.0,2593.416073904069,8.23945555678999,11.653327755049762,3.413872198259773,11.2,0.6686390532544378,0.7055214723926381,0.0106382978723404,0.3580798851324892,0.3441860465116279,0.1320754716981132,0.2681564245810056,5,0.3542273762355347,medium confidence,0.35422737623553474,0.35422737623553474,0.35422737623553474,0.5133594691934635,0.23813075910487053,0.2681564245810056,food_security,none,True,True,True,False,False,173.0,161.0,144.0
BGR,Bulgaria,Europe & Central Asia,High income,2024,6441421.0,2024.0,112211952703.831,2023.0,0.79224,2023.0,2.5,2014.0,7.0,2016.0,24.9,2021.0,15666.9907,2.432225855133518,2018-2020,2020.0,-268.8,26.0,176280.0,Eurostat,UNEP Food Waste Index Report 2024 Annex 3,Bulgaria,Eastern Europe,100.0,17420.372415315036,6.808981684810587,11.050039119993569,4.241057435182979,0.0,0.1893491124260355,0.2515337423312883,0.7340425531914894,0.4927881477613888,0.0162790697674418,0.6745283018867925,0.1005586592178771,5,0.2947006582119071,higher confidence,0.2947006582119071,0.2947006582119071,0.2947006582119071,0.34106863009371213,0.3454036858271171,0.1005586592178771,sustainability,none,True,True,True,True,False,190.0,177.0,159.0
BHR,Bahrain,Middle East & North Africa,High income,2024,1588670.0,2024.0,47736702127.6596,2024.0,0.19327,,,1995.0,13.6,2016.0,31.15,2021.0,3904.6639,2.4578193709203293,,,,132.0,193612.0,Medium confidence,UNEP Food Waste Index Report 2024 Annex 3,Bahrain,Western Asia,48.0,30048.217771884407,6.201033694524569,10.678852412634049,4.477818718109479,,,0.4877300613496932,0.898936170212766,0.6933331157812296,0.9534883720930232,0.6886792452830188,,3,0.7785002443857572,medium confidence,0.7785002443857572,,,0.6933331157812296,0.821083808688021,,food_waste,food_security; supply_vulnerability,False,False,True,False,False,3.0,,
BHS,"Bahamas, The",Latin America & Caribbean,High income,2024,401283.0,2024.0,15832800000.0,,,,,,,2016.0,31.25,2021.0,1102.4746,2.747374296942557,2018-2020,2020.0,99.0,88.0,36089.0,Low confidence,UNEP Food Waste Index Report 2024 Annex 3,Bahamas,Latin America and the Caribbean,44.0,39455.44665485455,5.603450761621261,10.199557725792058,4.596106964170798,99.0,,,0.9042553191489362,0.9042553191489362,0.4860465116279069,0.7358490566037735,0.9106145251396648,4,0.7591913531300704,low or very low confidence,0.7591913531300704,0.7591913531300704,,0.9042553191489362,0.6109477841158402,0.9106145251396648,supply_vulnerability,food_security,True,False,False,False,True,4.0,3.0,
BIH,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,2024,3164253.0,2024.0,28343394203.4694,2024.0,0.21437,2023.0,2.5,2012.0,8.9,2016.0,17.75,2021.0,5759.883,1.8202978712511293,2018-2020,2020.0,25.0,86.0,277117.0,Low confidence,UNEP Food Waste Index Report 2024 Annex 3,Bosnia and Herzegovina,Southern Europe,70.0,8957.372941882144,6.500271200524495,10.452451857046617,3.95218065652212,25.0,0.1893491124260355,0.3619631901840491,0.3882978723404255,0.3751305312622373,0.4,0.5188679245283019,0.3910614525139664,5,0.3748818041461082,low or very low confidence,0.3748818041461082,0.3748818041461082,0.3748818041461082,0.2822398218441364,0.45943396226415095,0.3910614525139664,sustainability,none,True,True,True,False,True,166.0,154.0,137.0
BLR,Belarus,Europe & Central Asia,Upper middle income,2024,9132629.0,2024.0,75961865471.9129,2024.0,0.5872,2023.0,2.5,2023.0,1.2,2016.0,24.200000000000003,2021.0,85976.5777,9.414219903162603,2018-2020,2020.0,9.4,71.0,674104.0,Low confidence,UNEP Food Waste Index Report 2024 Annex 3,Belarus,Eastern Europe,112.0,8317.633999137915,6.960595815413655,10.880595621602234,3.9199998061885792,9.4,0.1893491124260355,0.0337423312883435,0.7074468085106383,0.3705945698994909,0.1976744186046511,0.9386792452830188,0.2569832402234637,5,0.390656117287332,low or very low confidence,0.390656117287332,0.390656117287332,0.390656117287332,0.2799718411627632,0.568176831943835,0.2569832402234637,sustainability,none,True,True,True,False,True,160.0,149.0,132.0
BLZ,Belize,Latin America & Caribbean,Upper middle income,2024,417072.0,2024.0,3515783328.91079,,,2023.0,7.0,2015.0,15.0,2016.0,24.0,2021.0,6147.8387,14.740473347527526,2018-2020,2020.0,21.4,53.0,21596.0,Medium confidence,UNEP Food Waste Index Report 2024 Annex 3,Belize,Latin America and the Caribbean,84.0,8429.679597073862,5.620211034598477,9.546022102477403,3.9258110678789264,21.4,0.5946745562130178,0.5276073619631901,0.7021276595744681,0.6148675107688291,0.0674418604651162,0.9716981132075472,0.3631284916201117,5,0.5223621064549244,medium confidence,0.5223621064549244,0.5223621064549244,0.5223621064549244,0.6047710334909234,0.5195699868363317,0.3631284916201117,sustainability,none,True,True,False,False,False,96.0,91.0,78.0
BMU,Bermuda,North America,High income,2024,64636.0,2024.0,8980200000.0,2020.0,0.22546,,,,,,,2021.0,54.9795,0.850601831796522,,,,79.0,4718.0,Very low confidence,UNEP Food Waste Index Report 2024 Annex 3,Bermuda,Northern America,60.0,138934.95884646327,4.810474472276444,9.953286009042488,5.142811536766044,,,,,,0.2906976744186046,0.1462264150943396,,2,,low or very low confidence,,,,,0.2184620447564721,,food_waste,food_security; nutrition; supply_vulnerability,False,False,False,False,True,,,
BOL,Bolivia,Latin America & Caribbean,Lower middle income,2024,12413315.0,2024.0,49668296743.8495,2021.0,0.06308,2023.0,21.8,2016.0,16.1,2016.0,20.05,2021.0,117696.9751,9.481510386226402,2018-2020,2020.0,17.1,90.0,1101625.0,Low confidence,UNEP Food Waste Index Report 2024 Annex 3,Bolivia (Plurinational State of),Latin America and the Caribbean,68.0,4001.211339907954,7.093887776176803,10.696079267153856,3.602191490977054,17.1,0.8668639053254438,0.558282208588957,0.4654255319148936,0.5118538702519253,0.627906976744186,0.9481132075471698,0.3128491620111732,5,0.6535174243759796,low or very low confidence,0.6535174243759796,0.6535174243759796,0.6535174243759796,0.6893588877886845,0.7880100921456779,0.3128491620111732,sustainability,none,True,True,True,False,True,27.0,25.0,21.0
BRA,Brazil,Latin America & Caribbean,Upper middle income,2024,211998573.0,2024.0,2179412080828.59,2023.0,1.1938,2023.0,2.5,2019.0,8.0,2016.0,21.95,2021.0,1428893.2279,6.740107764310282,2018-2020,2020.0,-28.3,94.0,20289630.0,Medium confidence,UNEP Food Waste Index Report 2024 Annex 3,Brazil,Latin America and the Caribbean,76.0,10280.31486244292,8.326332937625395,12.33833935393129,4.012006416305894,0.0,0.1893491124260355,0.3159509202453988,0.5797872340425532,0.4478690771439759,0.8093023255813954,0.9056603773584906,0.1005586592178771,5,0.4905479103455549,medium confidence,0.49054791034555495,0.49054791034555495,0.49054791034555495,0.3186090947850057,0.857481351469943,0.1005586592178771,sustainability,none,True,True,True,False,False,112.0,107.0,93.0
BRB,Barbados,Latin America & Caribbean,High income,2024,282467.0,2024.0,7165000000.0,,,2023.0,4.4,2012.0,7.7,2016.0,23.0,2021.0,484.74,1.7160942694190826,2018-2020,2020.0,100.0,88.0,24646.0,Low confidence,UNEP Food Waste Index Report 2024 Annex 3,Barbados,Latin America and the Caribbean,52.0,25365.79494241805,5.4509677174473445,9.855216194733364,4.404248477286019,100.0,0.4556213017751479,0.294478527607362,0.6542553191489362,0.4743669233781491,0.4860465116279069,0.4669811320754717,0.9636871508379888,5,0.5693406039389329,low or very low confidence,0.5693406039389328,0.5693406039389328,0.5693406039389328,0.4649941125766485,0.47651382185168933,0.9636871508379888,supply_vulnerability,none,True,True,False,False,True,67.0,63.0,51.0
BRN,Brunei Darussalam,East Asia & Pacific,High income,2024,462721.0,2024.0,15463134387.2013,2018.0,0.27764,,,2009.0,19.6,2016.0,14.1,2021.0,1636.7606,3.537251605178931,2007-2009,2009.0,83.5,76.0,34109.0,Low confidence,UNEP Food Waste Index Report 2024 Annex 3,Brunei Darussalam,South-eastern Asia,96.0,33417.83577404376,5.665319209846046,10.189297530273995,4.523978320427951,83.5,,0.6319018404907976,0.3297872340425531,0.4808445372666753,0.241860465116279,0.8207547169811321,0.7653631284916201,4,0.5772057119639267,low or very low confidence,0.5772057119639267,0.5772057119639267,,0.4808445372666753,0.5313075910487055,0.7653631284916201,sustainability,food_security,True,False,False,False,True,61.0,57.0,
BTN,Bhutan,South Asia,Lower middle income,2024,791524.0,2023.0,3019253885.46989,2024.0,0.09979,,,2023.0,17.9,2016.0,6.6,2021.0,759.1515,0.95910105063144,,,,19.0,15072.0,High confidence,UNEP Food Waste Index Report 2024 Annex 3,Bhutan,Southern Asia,64.0,3814.4817914174314,5.8984640877511785,9.479899633865305,3.581435546114125,,,0.6012269938650306,0.1382978723404255,0.3697624331027281,0.0093023255813953,0.1886792452830188,,3,0.1892480013223808,higher confidence,0.18924800132238073,,,0.3697624331027281,0.09899078543220705,,nutrition,food_security; supply_vulnerability,False,False,False,True,False,195.0,,
BWA,Botswana,Sub-Saharan Africa,Upper middle income,2024,2521139.0,2024.0,19400774882.4495,2013.0,0.561,2023.0,24.0,2007.0,28.9,2016.0,18.7,2021.0,57310.872,22.732134959635307,2018-2020,2020.0,81.6,50.0,132594.0,Medium confidence,UNEP Food Waste Index Report 2024 Annex 3,Botswana,Sub-Saharan Africa,72.0,7695.242064181903,6.40159679064623,10.28781907634524,3.8862222856990094,81.6,0.8994082840236687,0.8098159509202454,0.4095744680851064,0.6096952095026759,0.055813953488372,1.0,0.7430167597765364,5,0.6615868413582506,medium confidence,0.6615868413582505,0.6615868413582505,0.6615868413582505,0.7545517467631723,0.527906976744186,0.7430167597765364,sustainability,none,True,True,True,False,False,24.0,22.0,19.0
CAF,Central African Republic,Sub-Saharan Africa,Low income,2024,5330690.0,2024.0,2751544520.37918,,,2023.0,29.8,2022.0,37.9,2016.0,7.300000000000001,2021.0,53303.3864,9.99934087332034,2015-2017,2017.0,24.9,92.0,513353.0,Low confidence,UNEP Food Waste Index Report 2024 Annex 3,Central African Republic,Sub-Saharan Africa,140.0,516.1704245377578,6.72678342737509,9.439576544150114,2.7127931167750243,24.9,0.940828402366864,0.9325153374233128,0.1702127659574468,0.5513640516903798,0.7465116279069768,0.9528301886792452,0.3854748603351955,5,0.7154018261957322,low or very low confidence,0.7154018261957322,0.7154018261957322,0.7154018261957322,0.746096227028622,0.849670908293111,0.3854748603351955,sustainability,none,True,True,True,False,True,10.0,8.0,6.0
CAN,Canada,North America,High income,2024,41288599.0,2024.0,2241253230970.34,2024.0,1.7908,2023.0,2.5,,,2016.0,29.4,2021.0,286621.3996,6.941901797152284,2018-2020,2020.0,-85.6,79.0,3019925.0,High confidence,UNEP Food Waste Index Report 2024 Annex 3,Canada,Northern America,124.0,54282.61760517328,7.615830146694225,12.350490928645678,4.734660781951454,0.0,0.1893491124260355,,0.8776595744680851,0.8776595744680851,0.2906976744186046,0.9150943396226416,0.1005586592178771,5,0.4746718720306487,higher confidence,0.47467187203064876,0.47467187203064876,0.47467187203064876,0.5335043434470603,0.6028960070206231,0.1005586592178771,sustainability,none,True,True,True,True,False,121.0,116.0,102.0
CHE,Switzerland,Europe & Central Asia,High income,2024,9005582.0,2024.0,936564198048.516,2023.0,3.22178,2023.0,2.5,,,2016.0,19.55,2021.0,16567.7249,1.8397172886771784,2018-2020,2020.0,52.7,119.0,1041879.0,Medium confidence,UNEP Food Waste Index Report 2024 Annex 3,Switzerland,Western Europe,756.0,103998.1866856041,6.954511785031266,11.97153755202907,5.017025766997803,52.7,0.1893491124260355,,0.425531914893617,0.425531914893617,0.9302325581395348,0.5330188679245284,0.5810055865921788,5,0.531827607995179,medium confidence,0.5318276079951788,0.5318276079951788,0.5318276079951788,0.3074405136598263,0.7316257130320316,0.5810055865921788,food_waste,none,True,True,True,False,False,87.0,82.0,70.0
CHI,Channel Islands,Europe & Central Asia,High income,2024,168126.0,2023.0,75047562880.3978,,,,,,,,,,,,,,,,,,,,,,446376.9011360397,5.225634880503006,10.875336593384343,5.649701712881338,,,,,,,,,0,,,,,,,,,,food_security; nutrition; food_waste; sustainability; supply_vulnerability,False,False,False,False,False,,,
CHL,Chile,Latin America & Caribbean,High income,2024,19764771.0,2024.0,330267137371.592,2022.0,0.39205,2023.0,2.5,2014.0,1.8,2016.0,27.95,2021.0,33245.843,1.6820758004228835,2018-2020,2020.0,53.9,88.0,1725226.0,Low confidence,UNEP Food Waste Index Report 2024 Annex 3,Chile,Latin America and the Caribbean,152.0,16709.889397230658,7.295891786854426,11.518865362161858,4.222973575307432,53.9,0.1893491124260355,0.0613496932515337,0.8457446808510638,0.4535471870512987,0.4860465116279069,0.4622641509433962,0.5977653631284916,5,0.4377944650354258,low or very low confidence,0.4377944650354258,0.4377944650354258,0.4377944650354258,0.3214481497386671,0.47415533128565157,0.5977653631284916,supply_vulnerability,none,True,True,True,False,True,136.0,129.0,114.0
CHN,China,East Asia & Pacific,Upper middle income,2024,1408975000.0,2024.0,18743803170827.2,2023.0,2.57729,2023.0,2.5,2017.0,4.8,2016.0,6.2,2021.0,2272325.8351,1.612750996362604,2018-2020,2020.0,3.2,76.0,108667369.0,Medium confidence,UNEP Food Waste Index Report 2024 Annex 3,China,Eastern Asia,156.0,13303.14815438684,9.148903287319172,13.27285771507501,4.12395442775584,3.2,0.1893491124260355,0.1687116564417178,0.1276595744680851,0.1481856154549014,0.241860465116279,0.4528301886792453,0.2067039106145251,5,0.2477858584581973,medium confidence,0.24778585845819726,0.24778585845819726,0.24778585845819726,0.16876736394046843,0.34734532689776215,0.2067039106145251,sustainability,none,True,True,True,False,False,194.0,181.0,163.0
CIV,Côte d'Ivoire,Sub-Saharan Africa,Lower middle income,2024,31934230.0,2024.0,86538413923.3943,2016.0,0.06975,2023.0,11.1,2021.0,23.4,2016.0,10.5,2021.0,41251.1772,1.291754246149038,2018-2020,2020.0,45.0,89.0,2509753.0,Low confidence,UNEP Food Waste Index Report 2024 Annex 3,Côte d’Ivoire,Sub-Saharan Africa,384.0,2709.895116412524,7.5042564488865935,10.937208931183596,3.432952482297003,45.0,0.6804733727810651,0.6993865030674846,0.2819148936170212,0.4906506983422529,0.5720930232558139,0.3254716981132075,0.553072625698324,5,0.5243522836381327,low or very low confidence,0.5243522836381327,0.5243522836381327,0.5243522836381327,0.585562035561659,0.4487823606845107,0.553072625698324,food_security,none,True,True,True,False,True,94.0,89.0,76.0
CMR,Cameroon,Sub-Saharan Africa,Lower middle income,2024,29123744.0,2024.0,51326764684.8595,,,2023.0,4.8,2018.0,28.9,2016.0,11.25,2021.0,52102.237,1.7889951580401202,2018-2020,2020.0,31.4,89.0,2487472.0,Low confidence,UNEP Food Waste Index Report 2024 Annex 3,Cameroon,Sub-Saharan Africa,120.0,1762.368350884402,7.464247204913689,10.71034388994174,3.24609668502805,31.4,0.4674556213017751,0.8098159509202454,0.2978723404255319,0.5538441456728886,0.5720930232558139,0.4952830188679245,0.4301675977653631,5,0.5037686813727531,low or very low confidence,0.503768681372753,0.503768681372753,0.503768681372753,0.5106498834873319,0.5336880210618692,0.4301675977653631,food_waste,none,True,True,True,False,True,104.0,99.0,86.0
COD,"Congo, Dem. Rep.",Sub-Saharan Africa,Low income,2024,109276265.0,2024.0,70749355652.1207,2015.0,0.40638,2023.0,38.5,2023.0,44.7,2016.0,6.65,2021.0,667813.6308,6.11124136426149,2018-2020,2020.0,19.8,62.0,6147778.0,Medium confidence,UNEP Food Waste Index Report 2024 Annex 3,Dem. Rep. of the Congo,Sub-Saharan Africa,180.0,647.4357048360016,8.038525842655076,10.849722488888869,2.811196646233793,19.8,0.970414201183432,0.9570552147239264,0.1436170212765957,0.550336118000261,0.1372093023255814,0.8962264150943396,0.3463687150837989,5,0.5801109503374826,medium confidence,0.5801109503374826,0.5801109503374826,0.5801109503374826,0.7603751595918465,0.5167178587099606,0.3463687150837989,food_security,none,True,True,True,False,False,60.0,56.0,47.0
COG,"Congo, Rep.",Sub-Saharan Africa,Lower middle income,2024,6332961.0,2024.0,15719985776.3966,2022.0,0.38339,2023.0,26.4,2014.0,21.2,2016.0,9.5,2021.0,13579.6078,2.1442746607787413,2018-2020,2020.0,96.2,89.0,532075.0,Low confidence,UNEP Food Waste Index Report 2024 Annex 3,Congo,Sub-Saharan Africa,178.0,2482.248947434952,6.801606813538617,10.196452148749492,3.3948453352108747,96.2,0.9230769230769232,0.6533742331288344,0.2606382978723404,0.4570062655005874,0.5720930232558139,0.5990566037735849,0.8743016759776536,5,0.6851068983169126,low or very low confidence,0.6851068983169126,0.6851068983169126,0.6851068983169126,0.6900415942887553,0.5855748135146994,0.8743016759776536,food_security,none,True,True,True,False,True,15.0,13.0,10.0
COL,Colombia,Latin America & Caribbean,Upper middle income,2024,52886363.0,2024.0,418542042920.189,2020.0,0.2894,2023.0,3.9,2016.0,12.7,2016.0,22.1,2021.0,193564.435,3.6600065502708135,2018-2020,2020.0,63.6,70.0,3653302.0,Medium confidence,UNEP Food Waste Index Report 2024 Annex 3,Colombia,Latin America and the Caribbean,170.0,7913.988014645458,7.723343701574825,11.621739089787209,3.898395388212384,63.6,0.4378698224852071,0.4601226993865031,0.5904255319148937,0.5252741156506984,0.1860465116279069,0.839622641509434,0.6536312849162011,5,0.5284888752378895,medium confidence,0.5284888752378895,0.5284888752378895,0.5284888752378895,0.48157196906795274,0.5128345765686705,0.6536312849162011,sustainability,none,True,True,True,False,False,91.0,86.0,73.0
COM,Comoros,Sub-Saharan Africa,Lower middle income,2024,866628.0,2024.0,1546164420.32442,,,2023.0,15.4,2022.0,18.2,2016.0,7.75,2021.0,498.7425,0.5754977914399257,2016-2018,2018.0,73.2,89.0,74865.0,Low confidence,UNEP Food Waste Index Report 2024 Annex 3,Comoros,Sub-Saharan Africa,174.0,1784.11546860293,5.937832716603557,9.189255675250315,3.251422958646759,73.2,0.7810650887573964,0.6104294478527608,0.1808510638297872,0.395640255841274,0.5720930232558139,0.0566037735849056,0.7039106145251397,5,0.5018625511929059,low or very low confidence,0.5018625511929059,0.5018625511929059,0.5018625511929059,0.5883526722993352,0.3143483984203598,0.7039106145251397,food_security,none,True,True,False,False,True,105.0,100.0,87.0
CPV,Cabo Verde,Sub-Saharan Africa,Upper middle income,2024,524877.0,2024.0,2767599017.44874,2011.0,0.06622,2023.0,13.5,2018.0,6.0,2016.0,11.6,2021.0,337.8873,0.6437456775587423,2018-2020,2020.0,100.0,89.0,52584.0,Low confidence,UNEP Food Waste Index Report 2024 Annex 3,Cabo Verde,Sub-Saharan Africa,132.0,5272.852530114179,5.720057542492024,9.442103167748533,3.722045625256506,100.0,0.7455621301775148,0.205521472392638,0.3031914893617021,0.2543564808771701,0.5720930232558139,0.0943396226415094,0.9636871508379888,5,0.5260076815579995,low or very low confidence,0.5260076815579995,0.5260076815579995,0.5260076815579995,0.49995930552734247,0.33321632294866166,0.9636871508379888,supply_vulnerability,none,True,True,False,False,True,93.0,88.0,75.0
CRI,Costa Rica,Latin America & Caribbean,High income,2024,5129910.0,2024.0,95350423176.664,2023.0,0.33738,2023.0,2.5,2018.0,9.0,2016.0,25.75,2021.0,7152.1905,1.3942136411749917,2018-2020,2020.0,89.5,91.0,473131.0,Low confidence,UNEP Food Waste Index Report 2024 Annex 3,Costa Rica,Latin America and the Caribbean,188.0,18587.15322036137,6.710109745843544,10.979322624837527,4.269212878993984,89.5,0.1893491124260355,0.3680981595092024,0.7632978723404256,0.565698015924814,0.6767441860465117,0.3584905660377358,0.7988826815642458,5,0.5178329123998685,low or very low confidence,0.5178329123998685,0.5178329123998685,0.5178329123998685,0.3775235641754247,0.5176173760421238,0.7988826815642458,supply_vulnerability,none,True,True,True,False,True,98.0,93.0,80.0
CUB,Cuba,Latin America & Caribbean,Upper middle income,2024,10979783.0,2022.0,633442300000.0,2024.0,0.43839,2006.0,2.5,2019.0,7.1,2016.0,24.6,2021.0,19992.2769,1.8208262312652264,2018-2020,2020.0,77.7,91.0,1023900.0,Low confidence,UNEP Food Waste Index Report 2024 Annex 3,Cuba,Latin America and the Caribbean,192.0,57691.69572841285,7.040593756978022,11.80170706131438,4.761113304336358,77.7,0.1893491124260355,0.2607361963190184,0.723404255319149,0.4920702258190836,0.6767441860465117,0.5235849056603774,0.7374301675977654,5,0.5238357195099547,low or very low confidence,0.5238357195099547,0.5238357195099547,0.5238357195099547,0.34070966912255957,0.6001645458534446,0.7374301675977654,supply_vulnerability,none,True,True,True,False,True,95.0,90.0,77.0
CUW,Curaçao,Latin America & Caribbean,High income,2024,155967.0,2023.0,19688516084.2232,,,,,,,,,,,,,,,88.0,16724.0,Low confidence,UNEP Food Waste Index Report 2024 Annex 3,Curaçao,Latin America and the Caribbean,531.0,126235.14002464112,5.193032718649516,10.294212984765895,5.101180266116378,,,,,,0.4860465116279069,,,1,,low or very low confidence,,,,,0.4860465116279069,,food_waste,food_security; nutrition; sustainability; supply_vulnerability,False,False,False,False,True,,,
