iso3,country,region,income_group,population_year,population,gdp_current_usd_year,gdp_current_usd,rd_expenditure_pct_gdp_year,rd_expenditure_pct_gdp,undernourishment_pct_year,undernourishment_pct,child_stunting_pct_year,child_stunting_pct,adult_obesity_pct_year,adult_obesity_pct,agrifood_ghg_ktco2eq_year,agrifood_ghg_ktco2eq,agrifood_ghg_tco2eq_per_capita,cereal_import_dependency_period,cereal_import_dependency_period_end_year,cereal_import_dependency_pct,household_food_waste_kg_capita,household_food_waste_tonnes_year,household_food_waste_confidence,household_food_waste_source,unep_country,unep_region,m49_code,gdp_per_capita_current_usd,log10_population,log10_gdp_current_usd,log10_gdp_per_capita_current_usd,cereal_import_dependency_vulnerability_pct,need_food_security_score,need_child_stunting_score,need_adult_obesity_score,need_nutrition_score,need_food_waste_score,need_sustainability_score,need_supply_vulnerability_score,n_need_axes_available,food_system_need_index_v1,household_food_waste_confidence_group,food_system_need_index_v1_min3,food_system_need_index_main_min4,food_system_need_index_strict_all5,need_social_score,need_environmental_score,need_resilience_score,dominant_need_profile,missing_need_axes,flag_main_need_index_available,flag_strict_need_index_available,flag_population_ge_1m,flag_food_waste_higher_confidence,flag_food_waste_low_confidence,rank_need_v1_min3,rank_need_main_min4,rank_need_strict_all5
HTI,Haiti,Latin America & Caribbean,Lower middle income,2024,11772557.0,2024.0,25224154990.7946,,,2023.0,54.2,2023.0,22.0,2016.0,22.4,2021.0,12600.4694,1.0703256225474211,2018-2020,2020.0,82.5,90.0,1044831.0,Low confidence,UNEP Food Waste Index Report 2024 Annex 3,Haiti,Latin America and the Caribbean,332.0,2142.623305267887,7.070870801873354,10.401816626287266,3.330945824413912,82.5,1.0,0.6779141104294478,0.6117021276595744,0.6448081190445112,0.627906976744186,0.2169811320754717,0.7541899441340782,5,0.6487772343996494,low or very low confidence,0.6487772343996494,0.6487772343996494,0.6487772343996494,0.8224040595222556,0.4224440544098289,0.7541899441340782,food_security,none,True,True,True,False,True,29.0,27.0,23.0
HUN,Hungary,Europe & Central Asia,High income,2024,9562065.0,2024.0,222904723252.11,2023.0,1.37748,2023.0,2.5,,,2016.0,26.4,2021.0,27030.1587,2.8268118549706576,2018-2020,2020.0,-90.5,66.0,658020.0,Eurostat,UNEP Food Waste Index Report 2024 Annex 3,Hungary,Eastern Europe,348.0,23311.35829468948,6.980551691571168,11.34811927108497,4.367567579513803,0.0,0.1893491124260355,,0.7978723404255319,0.7978723404255319,0.1581395348837209,0.7547169811320755,0.1005586592178771,5,0.4001273256170481,higher confidence,0.40012732561704817,0.40012732561704817,0.40012732561704817,0.4936107264257837,0.4564282580078982,0.1005586592178771,nutrition,none,True,True,True,True,False,155.0,145.0,128.0
IDN,Indonesia,East Asia & Pacific,Upper middle income,2024,283487931.0,2024.0,1396300098190.97,2020.0,0.28068,2023.0,6.3,2023.0,22.0,2016.0,6.85,2021.0,800941.9946,2.825312498400505,2018-2020,2020.0,14.0,53.0,14728364.0,Medium confidence,UNEP Food Waste Index Report 2024 Annex 3,Indonesia,South-eastern Asia,360.0,4925.430487518603,8.452534574298857,12.144978768560598,3.692444194261741,14.0,0.5532544378698225,0.6779141104294478,0.1542553191489361,0.416084714789192,0.0674418604651162,0.75,0.2849162011173184,5,0.4143394428482899,medium confidence,0.4143394428482898,0.4143394428482898,0.4143394428482898,0.48466957632950725,0.4087209302325581,0.2849162011173184,sustainability,none,True,True,True,False,False,147.0,138.0,121.0
IMN,Isle of Man,Europe & Central Asia,High income,2024,84160.0,2022.0,7431257410.92713,,,,,,,,,2021.0,49.6509,0.5899584125475286,,,,75.0,6029.0,Low confidence,UNEP Food Waste Index Report 2024 Annex 3,Isle of Man,Northern Europe,833.0,88299.16125151057,4.925105726809663,9.87106230506933,4.945956578259667,,,,,,0.2232558139534883,0.070754716981132,,2,,low or very low confidence,,,,,0.14700526546731016,,food_waste,food_security; nutrition; supply_vulnerability,False,False,False,False,True,,,
IND,India,South Asia,Lower middle income,2024,1450935791.0,2024.0,3912686168582.21,2020.0,0.64558,2023.0,12.0,2020.0,35.5,2016.0,3.9,2021.0,1309506.3496,0.902525361716713,2018-2020,2020.0,-6.4,55.0,78192338.0,Medium confidence,UNEP Food Waste Index Report 2024 Annex 3,India,Southern Asia,356.0,2696.663899844628,9.16164819380824,12.592475015107713,3.4308268212994726,0.0,0.7100591715976331,0.8926380368098159,0.026595744680851,0.4596168907453334,0.0790697674418604,0.1698113207547169,0.1005586592178771,5,0.3038231619514842,medium confidence,0.3038231619514842,0.3038231619514842,0.3038231619514842,0.5848380311714833,0.12444054409828864,0.1005586592178771,food_security,none,True,True,True,False,False,187.0,174.0,156.0
IRL,Ireland,Europe & Central Asia,High income,2024,5395790.0,2024.0,577389475009.922,2023.0,1.58829,2023.0,2.5,2011.0,2.2,2016.0,25.3,2021.0,41320.3408,7.657885277225392,2018-2020,2020.0,54.2,48.0,240960.0,Eurostat,UNEP Food Waste Index Report 2024 Annex 3,Ireland,Northern Europe,372.0,107007.4029956544,6.732055038921303,11.761468863045266,5.029413824123964,54.2,0.1893491124260355,0.0889570552147239,0.7446808510638298,0.4168189531392768,0.0488372093023255,0.929245283018868,0.6061452513966481,5,0.4380791618566307,higher confidence,0.43807916185663076,0.43807916185663076,0.43807916185663076,0.30308403278265617,0.48904124616059674,0.6061452513966481,sustainability,none,True,True,True,True,False,135.0,128.0,113.0
IRN,"Iran, Islamic Rep.",Middle East & North Africa,Upper middle income,2024,91567738.0,2024.0,436906331671.859,2021.0,0.72665,2023.0,6.8,2017.0,4.8,2016.0,25.75,2021.0,138392.7079,1.5113697348295314,2018-2020,2020.0,36.3,93.0,8208360.0,Low confidence,UNEP Food Waste Index Report 2024 Annex 3,Iran (Islamic Republic of),Southern Asia,364.0,4771.400290262265,7.961742485932422,11.640388338575956,3.6786458526435326,36.3,0.5710059171597633,0.1687116564417178,0.7632978723404256,0.4660047643910717,0.7976744186046512,0.410377358490566,0.4692737430167598,5,0.5428672403325624,low or very low confidence,0.5428672403325624,0.5428672403325624,0.5428672403325624,0.5185053407754175,0.6040258885476086,0.4692737430167598,food_waste,none,True,True,True,False,True,79.0,74.0,62.0
IRQ,Iraq,Middle East & North Africa,Upper middle income,2024,46042015.0,2024.0,279641257615.385,2021.0,0.0407,2023.0,14.9,2018.0,12.6,2016.0,30.2,2021.0,29590.8765,0.6426929077713041,2018-2020,2020.0,50.0,143.0,6378198.0,Medium confidence,UNEP Food Waste Index Report 2024 Annex 3,Iraq,Western Asia,368.0,6073.610323427091,7.663154322000143,11.446601246590262,3.78344692459012,50.0,0.7751479289940828,0.4539877300613497,0.8856382978723404,0.669813013966845,0.9674418604651164,0.0896226415094339,0.5698324022346368,5,0.614371569434023,medium confidence,0.614371569434023,0.614371569434023,0.614371569434023,0.7224804714804639,0.5285322509872752,0.5698324022346368,food_waste,none,True,True,True,False,False,40.0,38.0,33.0
ISL,Iceland,Europe & Central Asia,High income,2024,386506.0,2024.0,33462807982.85,2023.0,2.64005,2023.0,2.5,,,2016.0,21.8,2021.0,2535.7129,6.560604233828194,2018-2020,2020.0,83.4,75.0,27886.0,Low confidence,UNEP Food Waste Index Report 2024 Annex 3,Iceland,Northern Europe,352.0,86577.71931832882,5.587156240160335,10.524562381345136,4.937406141184799,83.4,0.1893491124260355,,0.574468085106383,0.574468085106383,0.2232558139534883,0.9009433962264152,0.7597765363128491,5,0.5295585888050343,low or very low confidence,0.5295585888050343,0.5295585888050343,0.5295585888050343,0.38190859876620925,0.5620996050899517,0.7597765363128491,sustainability,none,True,True,False,False,True,90.0,85.0,72.0
ISR,Israel,Middle East & North Africa,High income,2024,9974400.0,2024.0,540379921261.681,2023.0,6.34589,2023.0,2.5,,,2016.0,26.05,2021.0,18115.4261,1.816192061677896,2018-2020,2020.0,95.9,97.0,874433.0,Medium confidence,UNEP Food Waste Index Report 2024 Annex 3,Israel,Western Asia,376.0,54176.68443833023,6.998886780596746,11.732699203697036,4.733812423100289,95.9,0.1893491124260355,,0.7872340425531915,0.7872340425531915,0.8232558139534883,0.5094339622641509,0.8575418994413407,5,0.6333629661276414,medium confidence,0.6333629661276414,0.6333629661276414,0.6333629661276414,0.4882915774896135,0.6663448881088196,0.8575418994413407,supply_vulnerability,none,True,True,True,False,False,34.0,32.0,28.0
ITA,Italy,Europe & Central Asia,High income,2024,58952704.0,2024.0,2372774547793.12,2023.0,1.37935,2023.0,2.5,,,2016.0,19.8,2021.0,136704.933,2.3188916491430147,2018-2020,2020.0,38.1,107.0,6317280.0,Eurostat,UNEP Food Waste Index Report 2024 Annex 3,Italy,Southern Europe,380.0,40248.78227456912,7.770503729793227,12.375256475132264,4.604752745339037,38.1,0.1893491124260355,,0.449468085106383,0.449468085106383,0.8976744186046511,0.6367924528301887,0.4832402234636871,5,0.531304858486189,higher confidence,0.531304858486189,0.531304858486189,0.531304858486189,0.31940859876620925,0.76723343571742,0.4832402234636871,food_waste,none,True,True,True,True,False,89.0,84.0,71.0
JAM,Jamaica,Latin America & Caribbean,Upper middle income,2024,2839175.0,2024.0,19930288337.028,2002.0,0.06096,2023.0,7.7,2018.0,4.6,2016.0,24.35,2021.0,4485.97,1.5800258878019142,2018-2020,2020.0,99.6,86.0,243364.0,High confidence,UNEP Food Waste Index Report 2024 Annex 3,Jamaica,Latin America and the Caribbean,388.0,7019.746347804556,6.453192162230685,10.299513581805073,3.8463214195743856,99.6,0.6153846153846154,0.156441717791411,0.7180851063829787,0.4372634120871949,0.4,0.4386792452830189,0.9217877094972068,5,0.5626229964504071,higher confidence,0.5626229964504071,0.5626229964504071,0.5626229964504071,0.5263240137359051,0.4193396226415095,0.9217877094972068,supply_vulnerability,none,True,True,True,True,False,72.0,67.0,55.0
JOR,Jordan,Middle East & North Africa,Lower middle income,2024,11552876.0,2024.0,53352289577.4648,2016.0,0.69547,2023.0,14.3,2023.0,8.2,2016.0,35.65,2021.0,8537.7956,0.7390190633051025,2018-2020,2020.0,100.0,101.0,1136788.0,Low confidence,UNEP Food Waste Index Report 2024 Annex 3,Jordan,Western Asia,400.0,4618.095924985674,7.06269011197264,10.727153061614707,3.664462949642068,100.0,0.7544378698224852,0.3251533742331288,0.9361702127659576,0.6306617934995431,0.8534883720930233,0.1226415094339622,0.9636871508379888,5,0.6649833391374005,low or very low confidence,0.6649833391374005,0.6649833391374005,0.6649833391374005,0.6925498316610141,0.48806494076349277,0.9636871508379888,supply_vulnerability,none,True,True,True,False,True,22.0,20.0,17.0
JPN,Japan,East Asia & Pacific,High income,2024,123975371.0,2024.0,4026210821146.81,2023.0,3.44125,,,2010.0,7.1,2016.0,4.25,2021.0,160697.0728,1.2962015882977271,2018-2020,2020.0,68.9,60.0,7398006.0,High confidence,UNEP Food Waste Index Report 2024 Annex 3,Japan,Eastern Asia,392.0,32475.89249921914,8.0933354166043,12.604896511750743,4.511561095146446,68.9,,0.2607361963190184,0.0372340425531914,0.1489851194361049,0.0976744186046511,0.330188679245283,0.6871508379888268,4,0.3159997638187165,higher confidence,0.3159997638187164,0.3159997638187164,,0.1489851194361049,0.21393154892496705,0.6871508379888268,supply_vulnerability,food_security,True,False,True,True,False,183.0,170.0,
KAZ,Kazakhstan,Europe & Central Asia,Upper middle income,2024,20592571.0,2024.0,288406138230.669,2024.0,0.16242,2023.0,2.5,2015.0,8.0,2016.0,20.8,2021.0,58474.3831,2.8395863294583275,2018-2020,2020.0,-87.2,88.0,1708990.0,Very low confidence,UNEP Food Waste Index Report 2024 Annex 3,Kazakhstan,Central Asia,398.0,14005.34873623449,7.313710572038509,11.46000449935994,4.146293927321432,0.0,0.1893491124260355,0.3159509202453988,0.5212765957446809,0.4186137579950398,0.4860465116279069,0.7594339622641509,0.1005586592178771,5,0.390800400706202,low or very low confidence,0.39080040070620203,0.39080040070620203,0.39080040070620203,0.30398143521053766,0.6227402369460289,0.1005586592178771,sustainability,none,True,True,True,False,True,159.0,148.0,131.0
KEN,Kenya,Sub-Saharan Africa,Lower middle income,2024,56432944.0,2024.0,124498691699.125,2024.0,0.81069,2023.0,36.8,2022.0,17.6,2016.0,6.949999999999999,2021.0,63173.605,1.1194454962335476,2018-2020,2020.0,41.1,81.0,4351168.0,Medium confidence,UNEP Food Waste Index Report 2024 Annex 3,Kenya,Sub-Saharan Africa,404.0,2206.134978517601,7.751532707183102,11.09516478764994,3.3436320804668367,41.1,0.9585798816568049,0.5950920245398773,0.1648936170212765,0.3799928207805769,0.3162790697674418,0.2452830188679245,0.5139664804469274,5,0.482820254303935,medium confidence,0.48282025430393505,0.48282025430393505,0.48282025430393505,0.6692863512186908,0.28078104431768314,0.5139664804469274,food_security,none,True,True,True,False,False,116.0,111.0,97.0
KGZ,Kyrgyz Republic,Europe & Central Asia,Lower middle income,2024,7221868.0,2024.0,17478259659.2625,2024.0,0.05269,2023.0,5.1,2023.0,14.1,2016.0,16.3,2021.0,7764.0376,1.0750733189806294,2018-2020,2020.0,18.5,86.0,568288.0,Very low confidence,UNEP Food Waste Index Report 2024 Annex 3,Kyrgyzstan,Central Asia,417.0,2420.185422838316,6.858649546207187,10.242498186993643,3.3838486407864576,18.5,0.4822485207100592,0.50920245398773,0.3670212765957447,0.4381118652917373,0.4,0.2264150943396226,0.3351955307262569,5,0.3763942022135352,low or very low confidence,0.3763942022135352,0.3763942022135352,0.3763942022135352,0.46018019300089824,0.3132075471698113,0.3351955307262569,food_security,none,True,True,True,False,True,165.0,153.0,136.0
KHM,Cambodia,East Asia & Pacific,Lower middle income,2024,17638801.0,2024.0,46352647034.7775,2015.0,0.08828,2023.0,5.2,2021.0,21.9,2016.0,3.75,2021.0,61988.6389,3.514334046854999,2018-2020,2020.0,-7.1,85.0,1419831.0,Medium confidence,UNEP Food Waste Index Report 2024 Annex 3,Cambodia,South-eastern Asia,116.0,2627.8796974226025,7.246469060570099,10.666074540201596,3.419605479631497,0.0,0.4940828402366864,0.6687116564417178,0.0186170212765957,0.3436643388591567,0.3720930232558139,0.8113207547169812,0.1005586592178771,5,0.4243439232573031,medium confidence,0.4243439232573031,0.4243439232573031,0.4243439232573031,0.41887358954792153,0.5917068889863976,0.1005586592178771,sustainability,none,True,True,True,False,False,143.0,135.0,118.0
KIR,Kiribati,East Asia & Pacific,Lower middle income,2024,134518.0,2024.0,307862546.789627,,,2023.0,4.1,2018.0,15.2,2016.0,46.0,2021.0,31.7925,0.2363438350257958,2011-2013,2013.0,97.0,62.0,8056.0,Very low confidence,UNEP Food Waste Index Report 2024 Annex 3,Kiribati,Micronesia,296.0,2288.63458265531,5.128780401644227,8.488356857750347,3.35957645610612,97.0,0.4437869822485207,0.5337423312883436,0.9680851063829788,0.7509137188356612,0.1372093023255814,0.0141509433962264,0.88268156424581,5,0.4457485022103599,low or very low confidence,0.4457485022103599,0.4457485022103599,0.4457485022103599,0.597350350542091,0.0756801228609039,0.88268156424581,supply_vulnerability,none,True,True,False,False,True,134.0,127.0,112.0
KNA,St. Kitts and Nevis,Latin America & Caribbean,High income,2024,46843.0,2024.0,1066681481.48148,,,,,,,2016.0,22.700000000000003,2021.0,59.2135,1.2640842815361957,2011-2013,2013.0,100.0,88.0,4401.0,Low confidence,UNEP Food Waste Index Report 2024 Annex 3,Saint Kitts and Nevis,Latin America and the Caribbean,659.0,22771.41689220332,4.6706447011254335,9.02803475542616,4.357390054300726,100.0,,,0.6409574468085106,0.6409574468085106,0.4860465116279069,0.3066037735849056,0.9636871508379888,4,0.599323720714828,low or very low confidence,0.599323720714828,0.599323720714828,,0.6409574468085106,0.3963251426064063,0.9636871508379888,supply_vulnerability,food_security,True,False,False,False,True,50.0,47.0,
KOR,"Korea, Rep.",East Asia & Pacific,High income,2024,51751065.0,2023.0,17127928542023.7,2023.0,4.94352,2023.0,2.5,2020.0,0.9,2016.0,4.6,2021.0,99481.3363,1.9223051023201163,2018-2020,2020.0,76.0,95.0,4921086.0,Medium confidence,UNEP Food Waste Index Report 2024 Annex 3,Republic of Korea,Eastern Asia,410.0,330967.6533617946,7.713919291691544,13.23370484240703,5.519785550715486,76.0,0.1893491124260355,0.0122699386503067,0.0478723404255319,0.0300711395379193,0.813953488372093,0.5660377358490566,0.7318435754189944,5,0.4662510103208198,medium confidence,0.4662510103208198,0.4662510103208198,0.4662510103208198,0.1097101259819774,0.6899956121105748,0.7318435754189944,food_waste,none,True,True,True,False,False,124.0,118.0,104.0
KWT,Kuwait,Middle East & North Africa,High income,2024,4897263.0,2024.0,160227273001.348,2024.0,0.08954,2023.0,2.5,2023.0,3.2,2016.0,39.45,2021.0,12171.5939,2.485387021281071,2018-2020,2020.0,96.2,99.0,420861.0,Low confidence,UNEP Food Waste Index Report 2024 Annex 3,Kuwait,Western Asia,414.0,32717.718652510182,6.689953427763714,11.20473644124809,4.514783013484375,96.2,0.1893491124260355,0.1196319018404908,0.9574468085106383,0.5385393551755646,0.8372093023255814,0.6981132075471698,0.8743016759776536,5,0.627502530690401,low or very low confidence,0.627502530690401,0.627502530690401,0.627502530690401,0.36394423380080004,0.7676612549363756,0.8743016759776536,supply_vulnerability,none,True,True,True,False,True,36.0,34.0,30.0
LAO,Lao PDR,East Asia & Pacific,Lower middle income,2024,7769819.0,2024.0,16502933121.0806,2002.0,0.0371,,,2023.0,32.8,2016.0,5.2,2021.0,28675.6616,3.690647311089229,2018-2020,2020.0,-2.9,89.0,673831.0,Medium confidence,UNEP Food Waste Index Report 2024 Annex 3,Lao People’s Dem. Rep.,South-eastern Asia,418.0,2123.9790941179717,6.890410901913294,10.217561139674004,3.3271502377607085,0.0,,0.852760736196319,0.0664893617021276,0.4596250489492233,0.5720930232558139,0.8443396226415094,0.1005586592178771,4,0.4941540885161059,medium confidence,0.4941540885161059,0.4941540885161059,,0.4596250489492233,0.7082163229486617,0.1005586592178771,sustainability,food_security,True,False,True,False,False,110.0,105.0,
LBN,Lebanon,Middle East & North Africa,Lower middle income,2024,5805962.0,2023.0,38015876532.134,,,2023.0,8.7,2023.0,13.9,2016.0,32.2,2021.0,7261.748,1.2507398429407564,2018-2020,2020.0,92.7,128.0,701828.0,Medium confidence,UNEP Food Waste Index Report 2024 Annex 3,Lebanon,Western Asia,422.0,6547.7308553059775,6.763874189049165,10.57996500846687,3.816090819417705,92.7,0.6331360946745562,0.5030674846625767,0.9202127659574468,0.7116401253100118,0.944186046511628,0.2924528301886792,0.8268156424581006,5,0.681646147828595,medium confidence,0.6816461478285951,0.6816461478285951,0.6816461478285951,0.6723881099922839,0.6183194383501536,0.8268156424581006,food_waste,none,True,True,True,False,False,17.0,15.0,12.0
LBR,Liberia,Sub-Saharan Africa,Low income,2024,5612817.0,2024.0,4750000000.0,,,2023.0,35.5,2019.0,29.8,2016.0,9.85,2021.0,14993.4348,2.6712851675014524,2018-2020,2020.0,60.7,92.0,487593.0,Low confidence,UNEP Food Waste Index Report 2024 Annex 3,Liberia,Sub-Saharan Africa,430.0,846.2773683873891,6.749180882735299,9.676693609624866,2.927512726889568,60.7,0.9526627218934912,0.8220858895705522,0.2686170212765957,0.545351455423574,0.7465116279069768,0.7216981132075472,0.6312849162011173,5,0.7195017669265412,low or very low confidence,0.7195017669265413,0.7195017669265413,0.7195017669265413,0.7490070886585326,0.7341048705572619,0.6312849162011173,food_security,none,True,True,True,False,True,8.0,6.0,4.0
LBY,Libya,Middle East & North Africa,Upper middle income,2024,7381023.0,2024.0,46636278901.9016,,,2023.0,16.5,2022.0,7.9,2016.0,32.3,2021.0,11715.7212,1.5872760727069946,2018-2020,2020.0,90.6,84.0,572937.0,Medium confidence,UNEP Food Waste Index Report 2024 Annex 3,Libya,Northern Africa,434.0,6318.403140310172,6.868116558634021,10.668723890875288,3.8006073322412655,90.6,0.7899408284023669,0.303680981595092,0.925531914893617,0.6146064482443545,0.3651162790697674,0.4433962264150943,0.8156424581005587,5,0.6057404480464285,medium confidence,0.6057404480464283,0.6057404480464283,0.6057404480464283,0.7022736383233608,0.4042562527424308,0.8156424581005587,supply_vulnerability,none,True,True,True,False,False,45.0,43.0,37.0
LCA,St. Lucia,Latin America & Caribbean,Upper middle income,2024,179744.0,2024.0,2549062962.96296,1999.0,0.27374,,,2012.0,2.5,2016.0,19.5,2021.0,265.2597,1.4757638641623645,2018-2020,2020.0,100.0,91.0,16441.0,Low confidence,UNEP Food Waste Index Report 2024 Annex 3,Saint Lucia,Latin America and the Caribbean,662.0,14181.630335159782,5.254654402196048,9.406380562864191,4.151726160668145,100.0,,0.0981595092024539,0.4202127659574468,0.2591861375799504,0.6767441860465117,0.3820754716981132,0.9636871508379888,4,0.570423236540641,low or very low confidence,0.570423236540641,0.570423236540641,,0.2591861375799504,0.5294098288723124,0.9636871508379888,supply_vulnerability,food_security,True,False,False,False,True,64.0,60.0,
LIE,Liechtenstein,Europe & Central Asia,High income,2024,40450.0,2023.0,8287748667.20832,2023.0,6.00984,,,,,,,2021.0,11.6603,0.2882645241038318,,,,81.0,3235.0,Low confidence,UNEP Food Waste Index Report 2024 Annex 3,Liechtenstein,Western Europe,438.0,204888.71859600296,4.606918525948291,9.918436572263658,5.311518046315367,,,,,,0.3162790697674418,0.0188679245283018,,2,,low or very low confidence,,,,,0.16757349714787179,,food_waste,food_security; nutrition; supply_vulnerability,False,False,False,False,True,,,
LKA,Sri Lanka,South Asia,Lower middle income,2024,21916000.0,2024.0,98963185509.6499,2022.0,0.10506,2023.0,7.4,2024.0,10.5,2016.0,5.1,2021.0,14887.8791,0.6793155274685161,2018-2020,2020.0,20.9,76.0,1656148.0,Medium confidence,UNEP Food Waste Index Report 2024 Annex 3,Sri Lanka,Southern Asia,144.0,4515.567873227318,7.340761291762672,10.995473666279482,3.654712374516809,20.9,0.6094674556213018,0.4049079754601227,0.0585106382978723,0.2317093068789975,0.241860465116279,0.1084905660377358,0.3519553072625698,5,0.3086966201833768,medium confidence,0.3086966201833768,0.3086966201833768,0.3086966201833768,0.42058838125014963,0.1751755155770074,0.3519553072625698,food_security,none,True,True,True,False,False,186.0,173.0,155.0
LSO,Lesotho,Sub-Saharan Africa,Lower middle income,2024,2337423.0,2024.0,2271541845.62002,2023.0,0.09453,,,2024.0,35.6,2016.0,15.65,2021.0,1682.9482,0.7200015572705496,2018-2020,2020.0,100.0,89.0,205878.0,Low confidence,UNEP Food Waste Index Report 2024 Annex 3,Lesotho,Sub-Saharan Africa,426.0,971.8146204687896,6.368737313137751,9.356320741658887,2.987583428521137,100.0,,0.901840490797546,0.3563829787234042,0.6291117347604751,0.5720930232558139,0.1132075471698113,0.9636871508379888,4,0.5695248640060223,low or very low confidence,0.5695248640060223,0.5695248640060223,,0.6291117347604751,0.3426502852128126,0.9636871508379888,supply_vulnerability,food_security,True,False,True,False,True,66.0,62.0,
LTU,Lithuania,Europe & Central Asia,High income,2024,2888278.0,2024.0,84869215513.3648,2023.0,1.04977,2023.0,2.5,2023.0,1.0,2016.0,26.0,2021.0,22685.0081,7.85416365737647,2018-2020,2020.0,-194.2,86.0,236500.0,Eurostat,UNEP Food Waste Index Report 2024 Annex 3,Lithuania,Northern Europe,440.0,29384.01895986633,6.460638992240884,10.928750187804186,4.468111195563301,0.0,0.1893491124260355,0.0214723926380368,0.7819148936170213,0.401693643127529,0.4,0.9339622641509434,0.1005586592178771,5,0.405112735784477,higher confidence,0.405112735784477,0.405112735784477,0.405112735784477,0.2955213777767822,0.6669811320754717,0.1005586592178771,sustainability,none,True,True,True,True,False,152.0,143.0,126.0
LUX,Luxembourg,Europe & Central Asia,High income,2024,677012.0,2024.0,93197329011.7078,2023.0,1.07045,2023.0,2.5,,,2016.0,22.6,2021.0,1650.1019,2.437330357512127,2018-2020,2020.0,7.3,91.0,59150.0,Eurostat,UNEP Food Waste Index Report 2024 Annex 3,Luxembourg,Western Europe,442.0,137659.78891320655,5.830596366598875,10.969403465872237,5.138807099273359,7.3,0.1893491124260355,,0.6329787234042553,0.6329787234042553,0.6767441860465117,0.6839622641509434,0.2402234636871508,5,0.4846515499429794,higher confidence,0.4846515499429794,0.4846515499429794,0.4846515499429794,0.4111639179151454,0.6803532250987275,0.2402234636871508,sustainability,none,True,True,False,True,False,115.0,110.0,96.0
LVA,Latvia,Europe & Central Asia,High income,2024,1866124.0,2024.0,43520773851.1219,2023.0,0.8236,2023.0,2.5,2021.0,0.5,2016.0,23.35,2021.0,10708.7499,5.738498567083431,2018-2020,2020.0,-252.5,82.0,151700.0,Eurostat,UNEP Food Waste Index Report 2024 Annex 3,Latvia,Northern Europe,428.0,23321.48016483465,6.270940498320729,10.63869660903121,4.367756110710481,0.0,0.1893491124260355,0.0061349693251533,0.6702127659574468,0.3381738676413001,0.3441860465116279,0.8867924528301887,0.1005586592178771,5,0.3718120277254059,higher confidence,0.3718120277254059,0.3718120277254059,0.3718120277254059,0.2637614900336678,0.6154892496709083,0.1005586592178771,sustainability,none,True,True,True,True,False,168.0,156.0,139.0
MAC,"Macao SAR, China",East Asia & Pacific,High income,2024,687000.0,2024.0,50183212761.3484,2024.0,0.31097,2023.0,11.2,,,,,2021.0,389.4827,0.5669326055312955,2018-2020,2020.0,90.1,76.0,53016.0,Low confidence,UNEP Food Waste Index Report 2024 Annex 3,China Macao SAR,Eastern Asia,446.0,73046.889026708,5.83695673705955,10.700558461678888,4.863601724619337,90.1,0.6893491124260355,,,,0.241860465116279,0.0518867924528301,0.8100558659217877,4,0.4482880589792331,low or very low confidence,0.4482880589792331,0.4482880589792331,,0.6893491124260355,0.14687362878455457,0.8100558659217877,supply_vulnerability,nutrition,True,False,False,False,True,133.0,126.0,
MAF,St. Martin (French part),Latin America & Caribbean,High income,2024,26129.0,2021.0,8439681310.36443,,,,,,,,,,,,,,,88.0,2641.0,Low confidence,UNEP Food Waste Index Report 2024 Annex 3,Saint Martin (French part),Latin America and the Caribbean,663.0,323000.54768129013,4.417122788878019,9.926326047601568,5.50920325872355,,,,,,0.4860465116279069,,,1,,low or very low confidence,,,,,0.4860465116279069,,food_waste,food_security; nutrition; sustainability; supply_vulnerability,False,False,False,False,True,,,
MAR,Morocco,Middle East & North Africa,Lower middle income,2024,38081173.0,2024.0,154430996472.752,2010.0,0.66036,2023.0,7.0,2019.0,14.2,2016.0,25.8,2021.0,46835.4444,1.2298844996187486,2018-2020,2020.0,65.7,113.0,4219805.0,Very low confidence,UNEP Food Waste Index Report 2024 Annex 3,Morocco,Northern Africa,504.0,4055.3109136830426,7.580710317327493,11.188734473758904,3.6080241564314095,65.7,0.5946745562130178,0.5153374233128835,0.7712765957446809,0.6433070095287822,0.916279069767442,0.2830188679245283,0.6759776536312849,5,0.622651431413011,low or very low confidence,0.622651431413011,0.622651431413011,0.622651431413011,0.6189907828709,0.5996489688459852,0.6759776536312849,food_waste,none,True,True,True,False,True,37.0,35.0,31.0
MCO,Monaco,Europe & Central Asia,High income,2024,38631.0,2023.0,59972103282.73,2005.0,0.03821,,,,,,,2021.0,6.3041,0.1631875954544278,,,,81.0,3235.0,Low confidence,UNEP Food Waste Index Report 2024 Annex 3,Monaco,Western Europe,492.0,1552434.658246745,4.586935950414062,10.777949280254582,6.19101332984052,,,,,,0.3162790697674418,0.0094339622641509,,2,,low or very low confidence,,,,,0.16285651601579634,,food_waste,food_security; nutrition; supply_vulnerability,False,False,False,False,True,,,
