iso3,country,region,income_group,population,food_system_need_index_main_min4,food_system_need_index_strict_all5,n_need_axes_available,dominant_need_profile,missing_need_axes,need_food_security_score,need_nutrition_score,need_food_waste_score,need_sustainability_score,need_supply_vulnerability_score,undernourishment_pct,child_stunting_pct,adult_obesity_pct,household_food_waste_kg_capita,household_food_waste_confidence,agrifood_ghg_tco2eq_per_capita,cereal_import_dependency_pct
DMA,Dominica,Latin America & Caribbean,Upper middle income,66205.0,0.6403315337678602,0.6403315337678602,5,supply_vulnerability,none,0.4201183431952662,0.8297872340425532,0.6767441860465117,0.3113207547169811,0.9636871508379888,3.6,,27.75,91.0,Low confidence,1.274708858847519,100.0
AGO,Angola,Sub-Saharan Africa,Lower middle income,37885849.0,0.6390441922061056,0.6390441922061056,5,food_security,none,0.893491124260355,0.5574011225688552,0.5720930232558139,0.6415094339622641,0.5307262569832403,22.5,37.6,8.05,89.0,Low confidence,2.334653944273493,42.9
SAU,Saudi Arabia,Middle East & North Africa,High income,35300280.0,0.6344866078970555,0.6344866078970555,5,food_waste,none,0.1893491124260355,0.6789257277117869,0.8906976744186047,0.5754716981132075,0.8379888268156425,2.5,10.8,36.55,105.0,High confidence,1.9543858009058288,93.7
DOM,Dominican Republic,Latin America & Caribbean,Upper middle income,11427557.0,0.6337907799388824,0.6337907799388824,5,food_waste,none,0.4201183431952662,0.5292063699255972,0.9767441860465116,0.5613207547169812,0.6815642458100558,3.6,6.7,27.55,160.0,Medium confidence,1.9110607717817552,65.8
ISR,Israel,Middle East & North Africa,High income,9974400.0,0.6333629661276414,0.6333629661276414,5,supply_vulnerability,none,0.1893491124260355,0.7872340425531915,0.8232558139534883,0.5094339622641509,0.8575418994413407,2.5,,26.05,97.0,Medium confidence,1.816192061677896,95.9
TZA,Tanzania,Sub-Saharan Africa,Lower middle income,68560157.0,0.6308530643635442,0.6308530643635442,5,food_waste,none,0.8520710059171598,0.520493408171257,0.972093023255814,0.6084905660377359,0.2011173184357542,20.2,30.0,8.35,152.0,Medium confidence,2.1885941174259567,2.6
KWT,Kuwait,Middle East & North Africa,High income,4897263.0,0.627502530690401,0.627502530690401,5,supply_vulnerability,none,0.1893491124260355,0.5385393551755646,0.8372093023255814,0.6981132075471698,0.8743016759776536,2.5,3.2,39.45,99.0,Low confidence,2.485387021281071,96.2
MAR,Morocco,Middle East & North Africa,Lower middle income,38081173.0,0.622651431413011,0.622651431413011,5,food_waste,none,0.5946745562130178,0.6433070095287822,0.916279069767442,0.2830188679245283,0.6759776536312849,7.0,14.2,25.8,113.0,Very low confidence,1.2298844996187486,65.7
GNB,Guinea-Bissau,Sub-Saharan Africa,Low income,2201352.0,0.6153044888724531,0.6153044888724531,5,food_security,none,0.8816568047337278,0.5237730061349692,0.7465116279069768,0.5,0.4245810055865922,22.1,28.1,9.35,92.0,Low confidence,1.801951028277168,29.9
IRQ,Iraq,Middle East & North Africa,Upper middle income,46042015.0,0.614371569434023,0.614371569434023,5,food_waste,none,0.7751479289940828,0.669813013966845,0.9674418604651164,0.0896226415094339,0.5698324022346368,14.9,12.6,30.2,143.0,Medium confidence,0.6426929077713041,50.0
HND,Honduras,Latin America & Caribbean,Lower middle income,10825703.0,0.6111778388589555,0.6111778388589555,5,food_security,none,0.7692307692307693,0.5810925466649262,0.627906976744186,0.4575471698113207,0.6201117318435754,14.8,18.7,21.25,90.0,Low confidence,1.6258489171557726,60.2
SWZ,Eswatini,Sub-Saharan Africa,Lower middle income,1242822.0,0.6110259170351179,0.6110259170351179,5,food_security,none,0.7633136094674556,0.4998694687377627,0.5720930232558139,0.5801886792452831,0.6396648044692738,14.7,20.0,15.8,89.0,Low confidence,1.961060473663968,61.2
VCT,St. Vincent and the Grenadines,Latin America & Caribbean,Upper middle income,100616.0,0.6065034175522941,0.6065034175522941,5,supply_vulnerability,none,0.5443786982248521,0.6861702127659575,0.6767441860465117,0.320754716981132,0.8044692737430168,6.1,,23.8,91.0,Low confidence,1.290737059712173,89.6
LBY,Libya,Middle East & North Africa,Upper middle income,7381023.0,0.6057404480464283,0.6057404480464283,5,supply_vulnerability,none,0.7899408284023669,0.6146064482443545,0.3651162790697674,0.4433962264150943,0.8156424581005587,16.5,7.9,32.3,84.0,Medium confidence,1.5872760727069946,90.6
EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,116538258.0,0.6031993217242729,0.6031993217242729,5,food_waste,none,0.650887573964497,0.6921093851977549,0.9813953488372092,0.1273584905660377,0.5642458100558659,9.4,12.8,31.9,163.0,Medium confidence,0.752909609306156,47.4
MRT,Mauritania,Sub-Saharan Africa,Lower middle income,5169395.0,0.5997787891497202,0.5997787891497202,5,sustainability,none,0.6331360946745562,0.5234793107949354,0.5720930232558139,0.6556603773584906,0.6145251396648045,8.7,25.1,12.55,89.0,Low confidence,2.369885276710331,58.6
SUR,Suriname,Latin America & Caribbean,Upper middle income,634431.0,0.5963754806239591,0.5963754806239591,5,sustainability,none,0.6568047337278107,0.5619207675238219,0.6767441860465117,0.9858490566037736,0.1005586592178771,9.7,8.3,26.3,91.0,Low confidence,16.775061433000594,-27.0
GTM,Guatemala,Latin America & Caribbean,Upper middle income,18406359.0,0.594918065874967,0.594918065874967,5,nutrition,none,0.7041420118343196,0.7382440281947527,0.6767441860465117,0.2688679245283019,0.5865921787709497,11.8,46.0,20.75,91.0,Low confidence,1.219007067068506,52.9
TUN,Tunisia,Middle East & North Africa,Lower middle income,12277109.0,0.5940836210002081,0.5940836210002081,5,food_waste,none,0.3875739644970414,0.5703074011225688,0.9883720930232558,0.3537735849056603,0.6703910614525139,3.0,8.4,26.7,172.0,Medium confidence,1.3794156018326464,65.4
PER,Peru,Latin America & Caribbean,Upper middle income,34217848.0,0.5923229234759906,0.5923229234759906,5,sustainability,none,0.5828402366863905,0.4328090327633468,0.4860465116279069,0.8537735849056604,0.6061452513966481,6.9,11.5,19.7,88.0,Medium confidence,4.047347626887582,54.2
MEX,Mexico,Latin America & Caribbean,Upper middle income,130861007.0,0.5910537052700799,0.5910537052700799,5,food_waste,none,0.378698224852071,0.6547774441978854,0.8906976744186047,0.5283018867924528,0.5027932960893855,2.7,12.5,28.55,105.0,Medium confidence,1.8304841533123768,39.1
AFG,Afghanistan,Middle East & North Africa,Low income,42647492.0,0.5820355855476582,0.5820355855476582,5,food_waste,none,0.9289940828402368,0.5206728886568333,0.9395348837209302,0.0377358490566037,0.4832402234636871,28.1,44.6,5.4,127.0,Medium confidence,0.5232531516741946,38.1
DJI,Djibouti,Middle East & North Africa,Lower middle income,1168722.0,0.5804150284791934,0.5804150284791934,5,supply_vulnerability,none,0.7307692307692307,0.5338075969194622,0.5720930232558139,0.160377358490566,0.905027932960894,12.9,25.5,13.45,89.0,Low confidence,0.8843691656356258,98.8
COD,"Congo, Dem. Rep.",Sub-Saharan Africa,Low income,109276265.0,0.5801109503374826,0.5801109503374826,5,food_security,none,0.970414201183432,0.550336118000261,0.1372093023255814,0.8962264150943396,0.3463687150837989,38.5,44.7,6.65,62.0,Medium confidence,6.11124136426149,19.8
RWA,Rwanda,Sub-Saharan Africa,Low income,14256567.0,0.5768780266418896,0.5768780266418896,5,food_waste,none,0.9112426035502958,0.4799797676543532,0.9604651162790696,0.080188679245283,0.4525139664804469,24.4,33.1,5.6000000000000005,141.0,Medium confidence,0.6207813353663613,34.0
MUS,Mauritius,Sub-Saharan Africa,Upper middle income,1245779.0,0.573480325253329,0.573480325253329,5,supply_vulnerability,none,0.6331360946745562,0.3901416264195275,0.627906976744186,0.3726415094339622,0.8435754189944135,8.7,13.6,10.65,90.0,Low confidence,1.442154025714031,95.3
SLE,Sierra Leone,Sub-Saharan Africa,Low income,8642022.0,0.5696043505528131,0.5696043505528131,5,food_security,none,0.9053254437869822,0.5008647696123222,0.7465116279069768,0.1981132075471698,0.4972067039106145,24.1,26.3,8.55,92.0,Low confidence,1.0129814990056725,38.8
BRB,Barbados,Latin America & Caribbean,High income,282467.0,0.5693406039389328,0.5693406039389328,5,supply_vulnerability,none,0.4556213017751479,0.4743669233781491,0.4860465116279069,0.4669811320754717,0.9636871508379888,4.4,7.7,23.0,88.0,Low confidence,1.7160942694190826,100.0
MDG,Madagascar,Sub-Saharan Africa,Low income,31964956.0,0.5667771866488281,0.5667771866488281,5,food_security,none,0.9822485207100592,0.5096266805900013,0.7465116279069768,0.2547169811320754,0.3407821229050279,39.5,39.8,5.25,92.0,Low confidence,1.163349409897514,19.6
GMB,"Gambia, The",Sub-Saharan Africa,Low income,2759988.0,0.5632808619758892,0.5632808619758892,5,food_security,none,0.7988165680473372,0.4312426576164991,0.7465116279069768,0.1415094339622641,0.6983240223463687,16.8,17.5,10.2,92.0,Low confidence,0.835113196144331,71.7
GIN,Guinea,Sub-Saharan Africa,Lower middle income,14754785.0,0.5628690517289485,0.5628690517289485,5,food_security,none,0.6982248520710059,0.4681340556063177,0.5720930232558139,0.6792452830188679,0.3966480446927374,11.4,26.1,7.6,89.0,Low confidence,2.4326852475315635,25.5
JAM,Jamaica,Latin America & Caribbean,Upper middle income,2839175.0,0.5626229964504071,0.5626229964504071,5,supply_vulnerability,none,0.6153846153846154,0.4372634120871949,0.4,0.4386792452830189,0.9217877094972068,7.7,4.6,24.35,86.0,High confidence,1.5800258878019142,99.6
NGA,Nigeria,Sub-Saharan Africa,Lower middle income,232679478.0,0.5618105112644027,0.5618105112644027,5,food_waste,none,0.8402366863905325,0.5548557629552278,0.916279069767442,0.1792452830188679,0.3184357541899441,19.9,33.8,8.85,113.0,Medium confidence,0.9368829342998612,17.6
STP,São Tomé and Principe,Sub-Saharan Africa,Lower middle income,235536.0,0.5604237126883627,0.5604237126883627,5,food_security,none,0.8106508875739645,0.3720467301918809,0.5720930232558139,0.2735849056603773,0.7737430167597765,17.4,11.7,12.05,89.0,Low confidence,1.2213211568507574,84.9
WSM,Samoa,East Asia & Pacific,Upper middle income,218019.0,0.5540489823065571,0.5540489823065571,5,supply_vulnerability,none,0.4201183431952662,0.6308739068006788,0.4,0.419811320754717,0.8994413407821229,3.6,7.3,47.45,86.0,Very low confidence,1.5505061485466862,98.6
BEN,Benin,Sub-Saharan Africa,Lower middle income,14462724.0,0.5527939116420656,0.5527939116420656,5,food_security,none,0.7544378698224852,0.5632423965539747,0.5720930232558139,0.3490566037735849,0.5251396648044693,14.3,34.1,9.45,89.0,Low confidence,1.3245895171614974,42.2
FJI,Fiji,East Asia & Pacific,Upper middle income,928784.0,0.5514054412384978,0.5514054412384978,5,supply_vulnerability,none,0.5710059171597633,0.5808559587521211,0.627906976744186,0.1839622641509433,0.7932960893854749,6.8,7.2,30.2,90.0,Very low confidence,0.952367288842185,89.2
DZA,Algeria,Middle East & North Africa,Upper middle income,46814308.0,0.5448085444259056,0.5448085444259056,5,food_waste,none,0.1893491124260355,0.6005743375538442,0.916279069767442,0.2971698113207547,0.7206703910614525,2.5,9.8,27.4,113.0,Very low confidence,1.252249662645873,73.8
IRN,"Iran, Islamic Rep.",Middle East & North Africa,Upper middle income,91567738.0,0.5428672403325624,0.5428672403325624,5,food_waste,none,0.5710059171597633,0.4660047643910717,0.7976744186046512,0.410377358490566,0.4692737430167598,6.8,4.8,25.75,93.0,Low confidence,1.5113697348295314,36.3
NZL,New Zealand,East Asia & Pacific,High income,5287500.0,0.541785913918329,0.541785913918329,5,sustainability,none,0.1893491124260355,0.8936170212765957,0.1209302325581395,0.9575471698113208,0.547486033519553,2.5,,30.75,61.0,High confidence,10.483343773049643,44.8
PRT,Portugal,Europe & Central Asia,High income,10694681.0,0.5409381105487107,0.5409381105487107,5,food_waste,none,0.1893491124260355,0.3164648870904581,0.9348837209302324,0.5377358490566038,0.7262569832402235,2.5,3.2,20.75,124.0,Eurostat,1.8622681031813848,74.8
NER,Niger,Sub-Saharan Africa,Low income,27032412.0,0.539574649349694,0.539574649349694,5,food_waste,none,0.7307692307692307,0.5356024017752252,0.7465116279069768,0.4056603773584906,0.2793296089385474,12.9,47.7,5.6,92.0,Low confidence,1.5029799708586862,13.7
ZMB,Zambia,Sub-Saharan Africa,Lower middle income,21314956.0,0.5384060507486226,0.5384060507486226,5,food_security,none,0.9644970414201184,0.531735413131445,0.2697674418604651,0.8254716981132075,0.1005586592178771,37.2,34.6,8.0,78.0,Medium confidence,3.577185423230524,-0.1
UGA,Uganda,Sub-Saharan Africa,Low income,50015092.0,0.5371374771675681,0.5371374771675681,5,food_waste,none,0.8757396449704142,0.3921403863725362,0.9069767441860463,0.2594339622641509,0.2513966480446927,22.0,24.4,5.2,110.0,Medium confidence,1.166387083722649,8.9
ARG,Argentina,Latin America & Caribbean,Upper middle income,45696159.0,0.5351882202448983,0.5351882202448983,5,sustainability,none,0.408284023668639,0.5988447983291998,0.6767441860465117,0.8915094339622641,0.1005586592178771,3.4,8.7,28.15,91.0,Low confidence,5.763291074420501,-139.0
PAK,Pakistan,Middle East & North Africa,Lower middle income,251269164.0,0.5341347979408381,0.5341347979408381,5,food_waste,none,0.7899408284023669,0.5813372927816212,0.9488372093023256,0.25,0.1005586592178771,16.5,37.6,8.65,130.0,Medium confidence,1.1393055587990892,-20.2
CHE,Switzerland,Europe & Central Asia,High income,9005582.0,0.5318276079951788,0.5318276079951788,5,food_waste,none,0.1893491124260355,0.425531914893617,0.9302325581395348,0.5330188679245284,0.5810055865921788,2.5,,19.55,119.0,Medium confidence,1.8397172886771784,52.7
ITA,Italy,Europe & Central Asia,High income,58952704.0,0.531304858486189,0.531304858486189,5,food_waste,none,0.1893491124260355,0.449468085106383,0.8976744186046511,0.6367924528301887,0.4832402234636871,2.5,,19.8,107.0,Eurostat,2.3188916491430147,38.1
ISL,Iceland,Europe & Central Asia,High income,386506.0,0.5295585888050343,0.5295585888050343,5,sustainability,none,0.1893491124260355,0.574468085106383,0.2232558139534883,0.9009433962264152,0.7597765363128491,2.5,,21.8,75.0,Low confidence,6.560604233828194,83.4
COL,Colombia,Latin America & Caribbean,Upper middle income,52886363.0,0.5284888752378895,0.5284888752378895,5,sustainability,none,0.4378698224852071,0.5252741156506984,0.1860465116279069,0.839622641509434,0.6536312849162011,3.9,12.7,22.1,70.0,Medium confidence,3.6600065502708135,63.6
MLI,Mali,Sub-Saharan Africa,Low income,24478595.0,0.527249374409668,0.527249374409668,5,food_waste,none,0.7218934911242604,0.4782665448374885,0.7465116279069768,0.4716981132075472,0.217877094972067,12.3,25.1,8.5,92.0,Low confidence,1.7358437565554723,4.3
CPV,Cabo Verde,Sub-Saharan Africa,Upper middle income,524877.0,0.5260076815579995,0.5260076815579995,5,supply_vulnerability,none,0.7455621301775148,0.2543564808771701,0.5720930232558139,0.0943396226415094,0.9636871508379888,13.5,6.0,11.6,89.0,Low confidence,0.6437456775587423,100.0
CIV,Côte d'Ivoire,Sub-Saharan Africa,Lower middle income,31934230.0,0.5243522836381327,0.5243522836381327,5,food_security,none,0.6804733727810651,0.4906506983422529,0.5720930232558139,0.3254716981132075,0.553072625698324,11.1,23.4,10.5,89.0,Low confidence,1.291754246149038,45.0
CUB,Cuba,Latin America & Caribbean,Upper middle income,10979783.0,0.5238357195099547,0.5238357195099547,5,supply_vulnerability,none,0.1893491124260355,0.4920702258190836,0.6767441860465117,0.5235849056603774,0.7374301675977654,2.5,7.1,24.6,91.0,Low confidence,1.8208262312652264,77.7
BLZ,Belize,Latin America & Caribbean,Upper middle income,417072.0,0.5223621064549244,0.5223621064549244,5,sustainability,none,0.5946745562130178,0.6148675107688291,0.0674418604651162,0.9716981132075472,0.3631284916201117,7.0,15.0,24.0,53.0,Medium confidence,14.740473347527526,21.4
SLV,El Salvador,Latin America & Caribbean,Upper middle income,6338193.0,0.5219951936738714,0.5219951936738714,5,food_waste,none,0.5621301775147929,0.5477907583866336,0.6767441860465117,0.2311320754716981,0.5921787709497207,6.7,10.0,23.9,91.0,Low confidence,1.0789360784690527,53.5
CRI,Costa Rica,Latin America & Caribbean,High income,5129910.0,0.5178329123998685,0.5178329123998685,5,supply_vulnerability,none,0.1893491124260355,0.565698015924814,0.6767441860465117,0.3584905660377358,0.7988826815642458,2.5,9.0,25.75,91.0,Low confidence,1.3942136411749917,89.5
SYC,Seychelles,Sub-Saharan Africa,High income,121354.0,0.5139265214733614,0.5139265214733614,5,food_waste,none,0.1893491124260355,0.3140745333507375,0.9953488372093025,0.2216981132075471,0.8491620111731844,2.5,7.9,14.05,183.0,Medium confidence,1.0728776966560645,95.5
PRY,Paraguay,Latin America & Caribbean,Upper middle income,6929153.0,0.5135391305835033,0.5135391305835033,5,sustainability,none,0.4940828402366864,0.3340458164730453,0.6767441860465117,0.9622641509433962,0.1005586592178771,5.2,5.6,20.25,91.0,Low confidence,12.20341025807916,-74.6
SLB,Solomon Islands,East Asia & Pacific,Lower middle income,819198.0,0.509347656715389,0.509347656715389,5,supply_vulnerability,none,0.8461538461538461,0.7314156115389636,0.0372093023255813,0.0660377358490566,0.8659217877094972,20.0,31.7,22.5,43.0,Medium confidence,0.5886789274387877,96.1
MLT,Malta,Middle East & North Africa,High income,568847.0,0.5063792987444369,0.5063792987444369,5,supply_vulnerability,none,0.1893491124260355,0.4979278162119828,0.7465116279069768,0.240566037735849,0.8575418994413407,2.5,3.3,28.85,92.0,Eurostat,1.1069886981912536,95.9
MYS,Malaysia,East Asia & Pacific,Upper middle income,35557673.0,0.5049635609974047,0.5049635609974047,5,sustainability,none,0.1893491124260355,0.5022190314580341,0.3162790697674418,0.8018867924528302,0.7150837988826816,2.5,21.2,15.45,81.0,Medium confidence,3.4594925742187908,73.7
CMR,Cameroon,Sub-Saharan Africa,Lower middle income,29123744.0,0.503768681372753,0.503768681372753,5,food_waste,none,0.4674556213017751,0.5538441456728886,0.5720930232558139,0.4952830188679245,0.4301675977653631,4.8,28.9,11.25,89.0,Low confidence,1.7889951580401202,31.4
COM,Comoros,Sub-Saharan Africa,Lower middle income,866628.0,0.5018625511929059,0.5018625511929059,5,food_security,none,0.7810650887573964,0.395640255841274,0.5720930232558139,0.0566037735849056,0.7039106145251397,15.4,18.2,7.75,89.0,Low confidence,0.5754977914399257,73.2
AUS,Australia,East Asia & Pacific,High income,27196812.0,0.5018144711056809,0.5018144711056809,5,sustainability,none,0.1893491124260355,0.4714462863855894,0.827906976744186,0.9198113207547168,0.1005586592178771,2.5,1.9,29.0,98.0,High confidence,6.9567348665718605,-132.6
MWI,Malawi,Sub-Saharan Africa,Low income,21655286.0,0.49877962307231644,0.49877962307231644,5,food_security,none,0.8579881656804734,0.5008402950006526,0.7465116279069768,0.1650943396226415,0.2234636871508379,21.4,35.5,5.65,92.0,Low confidence,0.8906111514759029,4.4
BFA,Burkina Faso,Sub-Saharan Africa,Low income,23548781.0,0.4987221022198599,0.4987221022198599,5,food_waste,none,0.7396449704142012,0.3633092938258713,0.7465116279069768,0.4150943396226415,0.2290502793296089,13.1,21.1,5.35,92.0,Low confidence,1.5311904594976695,6.4
ARM,Armenia,Europe & Central Asia,Upper middle income,3033500.0,0.49442760884308284,0.49442760884308284,5,food_waste,none,0.1893491124260355,0.4228968150372014,0.872093023255814,0.2783018867924528,0.7094972067039106,2.5,9.4,20.05,102.0,Low confidence,1.2250753584967855,73.5
TLS,Timor-Leste,East Asia & Pacific,Lower middle income,1400638.0,0.49379687121639615,0.49379687121639615,5,food_security,none,0.8224852071005917,0.4939710873254144,0.2697674418604651,0.3632075471698113,0.5195530726256983,18.7,46.7,3.75,78.0,Low confidence,1.400852968432957,41.8
BRA,Brazil,Latin America & Caribbean,Upper middle income,211998573.0,0.49054791034555495,0.49054791034555495,5,sustainability,none,0.1893491124260355,0.4478690771439759,0.8093023255813954,0.9056603773584906,0.1005586592178771,2.5,8.0,21.95,94.0,Medium confidence,6.740107764310282,-28.3
GEO,Georgia,Europe & Central Asia,Upper middle income,3699557.0,0.4904859767939965,0.4904859767939965,5,food_waste,none,0.1893491124260355,0.374755253883305,0.8534883720930233,0.3867924528301887,0.6480446927374302,2.5,5.8,21.5,101.0,Medium confidence,1.4791098231490958,63.2
ZWE,Zimbabwe,Sub-Saharan Africa,Lower middle income,16634373.0,0.49045916981740756,0.49045916981740756,5,food_security,none,0.8313609467455622,0.5501729539224645,0.0488372093023255,0.3962264150943396,0.6256983240223464,19.7,25.9,15.0,48.0,Medium confidence,1.4847903134070637,60.3
LUX,Luxembourg,Europe & Central Asia,High income,677012.0,0.4846515499429794,0.4846515499429794,5,sustainability,none,0.1893491124260355,0.6329787234042553,0.6767441860465117,0.6839622641509434,0.2402234636871508,2.5,,22.6,91.0,Eurostat,2.437330357512127,7.3
KEN,Kenya,Sub-Saharan Africa,Lower middle income,56432944.0,0.48282025430393505,0.48282025430393505,5,food_security,none,0.9585798816568049,0.3799928207805769,0.3162790697674418,0.2452830188679245,0.5139664804469274,36.8,17.6,6.949999999999999,81.0,Medium confidence,1.1194454962335476,41.1
ALB,Albania,Europe & Central Asia,Upper middle income,2377128.0,0.4809184845652192,0.4809184845652192,5,food_security,none,0.5177514792899408,0.490503850672236,0.4,0.5047169811320755,0.4916201117318435,5.4,11.3,21.700000000000003,86.0,Low confidence,1.814762225677372,38.5
GUY,Guyana,Latin America & Caribbean,High income,831087.0,0.47903983392396887,0.47903983392396887,5,sustainability,none,0.1893491124260355,0.4219749379976504,0.4860465116279069,0.9905660377358492,0.3072625698324022,2.5,9.5,19.9,88.0,Low confidence,19.090947638454217,16.1
NOR,Norway,Europe & Central Asia,High income,5572279.0,0.47740111161040233,0.47740111161040233,5,sustainability,none,0.1893491124260355,0.6595744680851063,0.2697674418604651,0.7264150943396226,0.5418994413407822,2.5,,23.05,78.0,Eurostat,2.7032286789660027,44.6
TUR,Türkiye,Europe & Central Asia,Upper middle income,85518661.0,0.4766598320832694,0.4766598320832694,5,food_waste,none,0.1893491124260355,0.5575479702388721,0.872093023255814,0.490566037735849,0.2737430167597765,2.5,6.0,31.8,102.0,Low confidence,1.7804479036452638,11.3
CAN,Canada,North America,High income,41288599.0,0.47467187203064876,0.47467187203064876,5,sustainability,none,0.1893491124260355,0.8776595744680851,0.2906976744186046,0.9150943396226416,0.1005586592178771,2.5,,29.4,79.0,High confidence,6.941901797152284,-85.6
SRB,Serbia,Europe & Central Asia,Upper middle income,6586476.0,0.46857248550467095,0.46857248550467095,5,food_waste,none,0.1893491124260355,0.3628932254274898,0.9023255813953488,0.7877358490566038,0.1005586592178771,2.5,5.4,21.450000000000003,108.0,Medium confidence,3.187856374182492,-52.6
KOR,"Korea, Rep.",East Asia & Pacific,High income,51751065.0,0.4662510103208198,0.4662510103208198,5,food_waste,none,0.1893491124260355,0.0300711395379193,0.813953488372093,0.5660377358490566,0.7318435754189944,2.5,0.9,4.6,95.0,Medium confidence,1.9223051023201163,76.0
MNE,Montenegro,Europe & Central Asia,Upper middle income,623525.0,0.46479146445979025,0.46479146445979025,5,supply_vulnerability,none,0.1893491124260355,0.4704836183265892,0.4,0.4764150943396226,0.7877094972067039,2.5,7.2,23.200000000000003,86.0,Low confidence,1.7402915681007178,87.7
