iso3,country,ai_food_papers_full_count,ai_food_papers_fractional_count,n_unique_papers,first_year,last_year,region,income_group,population,gdp_current_usd,rd_expenditure_pct_gdp,food_system_need_index_main_min4,food_system_need_index_strict_all5,need_food_security_score,need_nutrition_score,need_food_waste_score,need_sustainability_score,need_supply_vulnerability_score,ai_food_papers_per_million_population_full,ai_food_papers_per_million_population_fractional,ai_food_papers_per_billion_gdp_full,ai_food_papers_per_billion_gdp_fractional
POL,Poland,1156.0,865.3584952302599,1156,2010,2025,Europe & Central Asia,High income,36559233.0,914696430325.391,1.55525,0.3105950301838496,0.3105950301838496,0.1893491124260355,0.3352042814254014,0.0976744186046511,0.8301886792452831,0.1005586592178771,31.61991937850556,23.670039664953034,1.263807271652704,0.9460608640643982
NLD,Netherlands,1484.0,808.737222951627,1484,2010,2025,Europe & Central Asia,High income,17993485.0,1227543925316.41,2.26719,0.4242119646078045,0.4242119646078045,0.1893491124260355,0.2734140451638167,0.0837209302325581,0.7924528301886793,0.7821229050279329,82.47429555753097,44.9461137156936,1.2089180430895672,0.6588254858115713
SAU,Saudi Arabia,1582.0,761.1452602952603,1582,2010,2025,Middle East & North Africa,High income,35300280.0,1237529866666.67,0.63522,0.6344866078970555,0.6344866078970555,0.1893491124260355,0.6789257277117869,0.8906976744186047,0.5754716981132075,0.8379888268156425,44.81550854554128,21.56201764675125,1.2783529857434248,0.6150520329221886
MYS,Malaysia,1139.0,725.4779573041337,1139,2010,2025,East Asia & Pacific,Upper middle income,35557673.0,421972102253.57,1.0121,0.5049635609974047,0.5049635609974047,0.1893491124260355,0.5022190314580341,0.3162790697674418,0.8018867924528302,0.7150837988826816,32.03246736646687,20.402852495553734,2.6992305745263607,1.719255736172298
IDN,Indonesia,899.0,699.5780122655123,899,2010,2025,East Asia & Pacific,Upper middle income,283487931.0,1396300098190.97,0.28068,0.4143394428482898,0.4143394428482898,0.5532544378698225,0.416084714789192,0.0674418604651162,0.75,0.2849162011173184,3.1712108407182953,2.4677523653220788,0.6438444007593596,0.5010226764088016
TWN,TWN,844.0,618.7714303670186,844,2010,2025,,,,,,,,,,,,,,,,
PAK,Pakistan,1077.0,538.9216741591741,1077,2010,2025,Middle East & North Africa,Lower middle income,251269164.0,373071855731.539,0.16399,0.5341347979408381,0.5341347979408381,0.7899408284023669,0.5813372927816212,0.9488372093023256,0.25,0.1005586592178771,4.2862402328046905,2.1447982935111534,2.8868433344781836,1.4445519432239884
MEX,Mexico,745.0,523.9363441082481,745,2010,2025,Latin America & Caribbean,Upper middle income,130861007.0,1852722885258.11,0.25372,0.5910537052700799,0.5910537052700799,0.378698224852071,0.6547774441978854,0.8906976744186047,0.5283018867924528,0.5027932960893855,5.6930633278712275,4.003762129908171,0.4021108639224323,0.2827926120399039
GRC,Greece,730.0,499.1659810940693,730,2010,2025,Europe & Central Asia,High income,10405134.0,257144811301.673,1.4943,0.4138564605499847,0.4138564605499847,0.1893491124260355,0.3904353217595614,0.4302325581395348,0.6179245283018868,0.441340782122905,70.1576740866576,47.97304687225261,2.838867314898259,1.9411862855302409
THA,Thailand,722.0,497.5722555497478,722,2010,2025,East Asia & Pacific,Upper middle income,71668011.0,526411265427.683,0.93628,0.4068491318351259,0.4068491318351259,0.4615384615384615,0.3551674063438194,0.4,0.7169811320754716,0.1005586592178771,10.074229630846041,6.94273844923292,1.3715511946983332,0.9452158193185609
